1 1
0 18
1 15
2 4
1 3
1 13
1 3
0 1
0 4
1 3
2 2
1 8
1 14
0 3
1 17
1 3
1 3
1 3
0 17
0 4
0 18
1 3
1 13
0 13
1 9
0 12
1 2
1 8
0 15
1 0
1 1
2 6
1 8
0 13
1 1
0 8
1 12
2 14
0 8
0 15
2 8
2 6
1 2
0 3
1 13
0 3
1 0
1 3
1 3
0 8
1 13
1 1
0 3
0 0
2 6
1 10
2 16
1 2
0 0
2 6
2 4
2 8
2 6
1 13
1 3
1 8
0 12
0 13
1 13
1 1
2 8
0 9
2 10
2 2
1 3
0 13
1 12
1 13
1 12
1 3
0 3
0 2
1 13
1 9
2 6
2 6
0 1
1 13
2 6
0 1
1 12
0 11
1 9
1 13
1 11
1 3
2 2
0 18
0 13
0 13
1 11
2 18
1 10
1 3
0 11
1 1
0 13
1 12
1 13
1 8
2 6
1 13
0 12
0 1
0 1
1 13
0 10
1 1
0 13
2 18
0 17
0 13
1 13
1 3
2 6
0 1
1 13
0 8
2 6
0 13
2 6
0 3
0 3
1 11
1 13
0 13
1 0
0 3
0 13
1 13
1 2
0 8
1 9
1 8
1 12
1 3
2 14
1 17
1 13
1 1
0 13
1 1
1 17
1 9
1 3
0 15
0 8
0 13
0 13
1 9
2 6
0 12
0 12
1 13
1 0
1 8
1 12
2 6
1 8
2 6
0 8
2 6
1 1
1 2
0 1
1 9
1 9
0 3
1 2
0 13
1 1
1 9
0 18
1 13
1 5
1 12
0 8
0 9
2 6
0 15
2 16
0 13
0 18
2 2
0 13
2 16
1 13
0 0
1 18
0 9
1 9
0 5
0 13
0 10
1 0
1 1
1 9
1 13
0 13
1 1
2 6
1 13
0 13
1 1
2 0
2 2
0 13
1 2
0 9
1 12
0 1
2 16
1 9
0 3
1 13
1 5
1 9
1 3
0 8
0 3
1 13
0 1
1 9
1 3
1 13
0 13
0 0
0 8
1 18
1 1
0 3
0 1
1 1
1 0
1 1
0 8
1 12
1 13
0 13
1 8
2 0
1 1
1 3
0 1
1 9
1 8
0 13
1 3
2 2
2 10
2 6
2 4
0 3
1 3
1 13
1 13
1 13
2 2
1 18
1 13
1 13
1 13
0 8
0 3
0 0
1 4
1 13
1 18
1 13
1 9
1 13
1 1
0 13
1 1
1 3
0 9
1 2
0 13
0 13
1 4
2 4
2 6
0 13
1 3
1 3
2 6
1 18
1 13
0 3
0 15
0 4
0 11
1 13
1 3
1 3
1 3
1 13
0 9
0 13
1 8
1 7
0 13
0 3
1 9
1 18
0 1
1 3
1 4
1 8
2 6
2 2
0 13
1 0
0 3
1 5
0 3
0 3
2 10
0 9
1 13
1 9
1 3
1 13
2 4
0 9
0 1
0 5
1 11
1 8
0 13
0 13
0 1
1 12
0 1
2 6
1 2
0 12
1 1
1 3
2 6
1 13
0 12
1 4
1 2
1 0
0 10
0 13
1 1
0 9
2 8
1 13
0 13
1 9
2 18
0 9
1 1
1 15
1 0
1 3
2 6
1 12
1 1
1 9
0 0
0 12
0 13
0 11
0 1
0 1
1 9
1 3
0 9
0 17
2 6
2 4
1 13
1 12
2 18
0 12
1 12
1 17
1 1
2 2
2 6
0 8
0 13
1 1
2 6
1 13
1 1
1 3
2 2
1 12
0 3
0 13
2 6
0 3
1 1
2 2
0 19
0 1
0 17
0 4
0 13
0 13
2 2
1 13
1 11
1 0
1 3
1 12
1 12
0 13
1 4
1 10
2 2
0 13
2 6
1 1
0 13
1 13
0 10
1 1
1 5
0 13
1 1
1 3
2 6
2 2
0 12
2 16
1 19
0 1
2 6
0 3
1 13
1 8
1 9
1 0
1 13
0 17
1 1
1 9
0 12
2 6
1 17
2 4
2 6
2 4
1 3
2 16
1 13
2 6
1 11
2 6
1 3
0 3
1 13
2 6
0 9
0 13
0 3
2 2
2 6
1 8
0 13
2 4
0 3
1 4
2 18
0 13
2 18
0 8
1 13
1 1
2 2
1 12
1 13
2 6
1 11
1 13
1 3
2 4
2 6
0 8
0 9
1 13
2 6
1 3
0 3
0 8
0 13
0 13
0 13
0 13
0 6
0 13
0 8
0 9
0 0
0 9
0 8
0 13
0 13
0 0
0 5
0 1
0 1
0 4
0 3
0 8
0 12
0 3
0 2
0 10
0 1
0 13
0 3
0 10
0 13
0 1
0 19
0 8
0 1
0 8
0 0
0 13
0 3
0 13
0 13
0 12
0 3
0 1
0 3
0 12
0 3
0 13
0 9
0 1
0 13
0 1
0 1
0 2
0 13
0 12
0 18
0 3
0 13
0 13
0 12
0 12
0 15
0 12
0 13
0 12
0 8
0 6
0 12
0 13
0 1
0 5
0 15
0 3
0 13
0 3
0 1
0 12
0 12
0 3
0 13
0 5
0 13
0 1
0 3
0 13
0 3
0 17
0 3
0 1
0 13
0 12
0 1
0 13
0 8
0 3
0 8
0 9
0 3
0 1
0 12
0 3
0 2
0 9
0 4
0 13
0 3
0 12
0 9
0 3
0 9
0 13
0 13
0 3
0 13
0 3
0 4
0 15
0 1
0 13
0 13
0 13
0 12
0 13
0 1
