0 18
0 18
0 18
1 9
2 6
0 18
0 18
0 4
0 18
0 18
0 19
0 15
1 15
1 9
0 11
0 18
0 18
0 18
2 2
1 10
0 4
0 3
0 4
0 19
0 10
0 3
0 4
0 18
2 13
0 8
1 10
0 19
0 18
0 4
0 19
0 2
1 3
0 1
0 19
0 18
0 4
0 18
0 6
0 6
0 18
0 11
0 12
1 9
0 4
0 18
0 4
0 15
1 9
0 4
0 0
0 18
0 18
0 17
1 9
0 19
0 18
0 18
0 18
0 10
0 12
0 6
0 4
0 3
0 8
0 0
0 18
0 3
1 9
1 12
0 17
0 18
0 3
1 17
2 14
0 18
1 10
0 18
0 0
0 12
0 4
0 18
0 6
2 5
0 17
0 18
0 19
0 11
1 15
0 19
1 9
0 12
0 2
0 11
2 0
0 18
0 15
0 12
0 10
1 9
0 3
0 0
2 10
0 18
0 11
0 18
1 9
1 9
1 13
0 11
2 14
0 6
0 4
0 2
0 11
0 3
0 19
1 1
0 3
2 0
2 10
0 18
0 19
0 18
0 10
0 8
0 18
2 2
0 4
0 19
2 2
1 10
0 4
0 12
0 18
0 18
0 15
0 1
0 18
0 18
0 12
0 18
0 19
0 16
1 14
0 3
2 0
0 18
1 15
0 18
2 0
0 4
0 19
0 12
2 2
0 12
0 19
0 4
0 18
0 19
0 3
0 18
2 0
0 18
1 10
0 18
0 2
0 19
0 4
2 0
0 19
0 17
0 18
0 18
0 6
2 0
0 4
2 10
0 18
0 10
2 0
0 8
0 18
0 3
0 18
0 4
1 11
0 0
0 3
2 0
1 15
0 19
0 19
0 6
0 4
1 12
0 1
2 10
0 6
0 18
0 15
0 18
0 18
0 2
1 7
0 2
0 6
0 11
0 0
0 18
0 7
0 18
1 2
0 4
2 12
0 18
0 19
0 2
0 4
0 5
0 2
0 12
0 18
0 18
0 12
0 3
0 18
0 0
1 9
0 6
1 19
2 0
0 18
0 10
1 19
0 18
0 10
1 6
2 2
0 8
0 3
0 19
0 14
1 9
0 0
0 18
0 18
2 0
0 18
0 10
0 18
0 0
1 15
0 15
1 19
1 1
0 18
0 10
0 18
0 17
0 19
0 18
0 1
0 4
0 18
0 18
1 10
0 18
0 4
0 3
0 18
0 10
0 4
0 2
0 11
0 19
1 15
0 18
0 11
0 15
0 19
0 16
1 10
0 16
0 1
0 3
1 9
2 6
0 11
0 17
0 14
0 0
0 19
0 12
2 8
2 0
0 18
0 18
0 16
2 0
1 9
0 3
0 0
2 0
0 4
0 18
1 9
0 18
0 4
0 18
2 14
0 18
0 0
0 2
0 6
0 17
2 17
2 6
0 10
0 18
0 18
1 2
1 19
0 17
0 19
0 5
1 17
0 18
0 19
0 3
0 8
0 18
0 18
0 3
0 13
2 2
0 11
1 9
2 0
0 18
0 19
1 11
0 1
0 18
1 2
0 18
0 18
0 18
0 4
0 19
0 18
0 5
0 18
0 18
0 18
0 18
0 11
0 2
0 0
0 18
0 18
0 19
0 3
0 10
0 19
0 19
1 13
0 18
0 18
1 6
0 8
0 1
0 8
0 18
0 18
0 6
0 18
1 14
0 18
0 0
0 0
0 19
0 18
0 2
0 0
0 10
1 9
0 11
0 18
0 18
0 18
2 8
0 18
0 0
0 17
0 4
0 6
2 2
0 18
0 10
0 18
0 8
0 18
0 11
1 9
0 4
0 18
0 18
0 4
0 14
0 18
0 18
0 10
0 4
0 18
0 18
0 18
0 18
2 5
0 18
0 4
0 6
0 19
0 18
0 11
0 19
0 18
0 11
1 9
0 0
0 19
0 11
1 11
0 4
0 11
0 16
1 9
0 18
1 9
0 18
0 18
0 0
0 11
0 4
2 19
1 10
0 0
1 15
0 6
0 2
1 9
0 19
2 0
0 19
0 18
1 17
0 16
0 11
0 10
0 11
0 4
0 0
0 3
0 18
0 0
0 18
0 15
0 0
0 18
0 11
0 19
0 18
0 8
0 19
0 15
2 6
0 0
0 4
0 4
0 18
0 18
0 11
0 12
0 0
1 11
0 17
0 4
2 0
0 18
1 16
2 0
0 18
0 19
0 4
0 11
0 18
0 10
0 0
0 18
0 11
0 11
0 12
0 0
0 18
0 8
0 0
0 18
0 19
0 19
0 10
0 0
0 18
0 18
0 17
0 19
0 5
0 2
0 1
0 19
0 18
0 2
0 4
0 8
0 18
0 17
0 1
0 5
0 18
0 18
0 0
0 18
0 18
0 18
0 18
0 19
0 19
0 18
0 18
0 4
0 0
0 10
0 18
0 4
0 6
0 11
0 4
0 2
0 19
0 7
0 18
0 11
0 11
0 18
0 11
0 3
0 18
0 18
0 11
0 17
0 18
0 12
0 8
0 18
0 18
0 10
0 2
0 3
0 6
0 12
0 18
0 0
0 11
0 18
0 18
0 10
0 16
0 18
0 18
0 6
0 18
0 18
0 14
0 18
0 8
0 15
0 8
0 5
0 18
0 18
0 3
0 18
0 18
0 11
0 10
0 15
0 5
0 2
0 18
0 10
0 18
0 10
0 11
0 4
0 19
0 8
0 0
0 18
0 18
0 0
