17 4
13 17
1 9
9 6
17 17
9 18
14 10
2 10
6 0
2 4
9 9
16 7
5 10
12 15
4 5
4 7
10 16
4 12
12 10
5 16
12 16
1 12
16 13
19 14
18 9
15 16
2 12
15 11
19 17
7 15
8 5
15 5
2 19
16 16
12 12
16 4
0 10
19 17
15 8
5 5
9 15
2 6
5 3
12 19
16 3
16 7
6 11
4 2
14 7
18 15
14 4
19 18
13 12
9 16
14 1
7 13
4 6
15 1
5 3
10 8
15 7
16 14
1 10
15 15
18 2
10 12
9 16
12 1
12 5
15 11
17 11
0 1
19 12
17 5
6 15
17 15
15 7
7 7
18 14
3 2
18 12
17 13
5 16
17 8
12 14
13 16
8 6
14 15
11 17
11 14
6 14
6 12
10 8
9 2
1 18
1 13
13 10
3 13
4 17
13 17
1 5
18 17
16 7
6 6
1 15
11 17
8 3
10 16
4 9
2 4
10 1
10 17
17 10
11 1
18 9
18 7
18 2
5 9
7 3
19 1
3 11
16 1
7 17
12 5
18 17
19 18
2 4
0 13
17 9
19 12
7 16
6 0
19 5
10 12
11 0
9 11
1 7
19 0
10 12
11 19
3 5
3 9
3 13
10 2
12 14
5 18
7 0
16 11
3 12
9 10
13 3
11 18
13 9
17 1
12 11
11 5
10 16
14 18
17 18
13 4
4 18
6 16
5 11
17 12
9 4
6 2
12 4
0 4
7 8
8 16
5 11
7 12
10 14
7 8
13 13
12 12
5 17
6 14
6 1
2 17
13 14
3 0
2 18
9 6
8 14
10 17
6 5
6 19
11 10
16 10
15 17
13 3
19 5
15 7
3 16
13 10
18 15
14 9
7 14
19 17
3 12
18 0
12 1
0 17
11 11
15 0
6 8
7 18
14 14
9 14
16 7
0 7
14 19
14 4
14 3
16 12
2 6
6 18
13 7
3 6
16 12
14 18
10 3
6 14
14 15
19 18
10 8
19 18
18 7
14 15
14 6
6 2
10 13
13 0
14 14
12 3
9 16
2 18
9 5
10 6
2 17
16 16
10 15
11 16
7 13
8 9
1 14
18 16
1 2
17 8
16 2
3 15
2 8
0 15
9 4
19 14
14 16
12 5
9 18
11 18
11 14
5 5
12 3
19 3
1 4
11 0
18 16
10 3
4 11
5 8
13 7
13 13
13 4
12 12
9 14
7 3
15 12
19 0
16 10
13 13
1 17
10 2
19 3
13 14
13 2
8 8
5 14
2 2
10 4
1 3
17 9
19 19
9 10
9 6
4 4
10 0
1 3
17 8
13 5
9 5
5 17
5 5
10 1
15 14
5 15
5 19
6 7
7 13
12 4
2 5
0 2
16 5
3 4
19 15
8 6
0 7
7 12
19 16
13 19
3 17
4 17
1 1
19 1
16 6
3 10
15 3
8 12
6 11
19 2
5 5
1 4
18 13
13 15
10 12
16 4
4 4
0 17
8 10
14 14
13 10
11 8
16 0
5 11
10 17
0 15
4 3
13 13
9 2
16 18
3 16
12 7
8 18
9 4
15 17
16 6
16 0
14 17
3 9
16 3
17 17
3 2
10 11
5 6
13 4
14 6
6 1
9 13
15 17
3 10
9 7
12 10
10 7
3 12
15 18
15 5
7 7
11 15
3 4
9 19
11 3
19 16
8 16
0 5
5 5
17 9
3 8
16 15
13 9
13 14
3 15
12 5
18 3
2 13
2 17
6 18
17 3
10 12
8 11
2 19
10 3
19 16
0 17
16 5
0 0
9 2
19 3
5 14
13 14
3 18
17 7
11 0
12 12
10 3
3 2
7 0
19 11
6 18
15 17
6 19
1 6
15 2
7 3
1 1
12 2
7 15
11 4
9 9
13 4
2 7
12 14
12 14
10 5
18 18
0 10
16 16
0 6
10 0
15 12
11 1
2 14
14 11
14 15
10 2
8 11
0 8
14 7
1 4
4 2
5 0
5 12
0 4
19 12
12 7
5 13
11 11
14 16
4 12
17 17
9 12
8 18
8 2
11 1
11 2
3 8
14 16
7 6
18 11
5 18
15 12
19 15
15 15
16 11
12 3
10 5
3 0
8 2
13 17
0 5
4 0
7 14
9 7
13 4
9 16
7 7
12 15
15 13
3 15
19 13
7 10
4 16
16 8
12 10
3 12
10 6
1 3
4 5
0 1
8 14
7 5
3 17
